Run Date,Event,Gender,Rk,Bib Number,Run,Country Code,Name,Start Time (Rk),Interval 1 Time (Rk),Interval 2 Time (Rk),Interval 3 Time (Rk),Sp (km/h),Speed (mph),Finish Time (Rk),Time Behind,Total Run Time,Medal
2/9/2014,Olympic Games - Sochi,M,12,14,4,SUI,CARIGIET Gregory,4.682 16,16.754 10,32.084 9,42.622 5,137.4,85.4,52.167 8,+0.403,3:29.795,0
2/8/2014,Olympic Games - Sochi,M,13,4,1,USA,MAZDZER Christopher,4.684 18,16.794 12,32.347 9,43.044 9,135.5,84.2,52.744 10,+0.574,3:29.954,0
2/8/2014,Olympic Games - Sochi,M,13,4,2,USA,MAZDZER Christopher,4.689 18,16.771 8,32.272  6,42.948 11,135.5,84.2,52.643 12,+0.679,3:29.954,0
2/9/2014,Olympic Games - Sochi,M,13,4,3,USA,MAZDZER Christopher,4.685 20,16.780 16,32.198 17,42.778 17,136.7,84.9,52.369 17,+0.756,3:29.954,0
2/9/2014,Olympic Games - Sochi,M,13,4,4,USA,MAZDZER Christopher,4.681 15,16.761 12,32.104 11,42.642 8,137.3,85.3,52.198 10,+0.434,3:29.954,0
2/8/2014,Olympic Games - Sochi,M,14,5,1,GER,MOELLER David,4.634  2,16.739 4,32.334 7,43.063 10,134.7,83.7,52.781 13,+0.611,3:30.239,0
2/8/2014,Olympic Games - Sochi,M,14,5,2,GER,MOELLER David,4.637 2,16.696 3,32.341 14,43.126 16,135.9,84.4,52.865 16,+0.901,3:30.239,0
2/9/2014,Olympic Games - Sochi,M,14,5,3,GER,MOELLER David,4.623  2,16.662 2,32.112 9,42.725 12,137.5,85.4,52.312 14,+0.699,3:30.239,0
2/9/2014,Olympic Games - Sochi,M,14,5,4,GER,MOELLER David,4.629 2,16.656 2,32.053 5,42.673 14,135.2,84,52.281 15,+0.517,3:30.239,0
2/8/2014,Olympic Games - Sochi,M,15,18,1,AUT,PFISTER Daniel,4.671 13,16.796 13,32.409 15,43.165 16,134.8,83.8,52.925 16,+0.755,3:30.276,0
2/8/2014,Olympic Games - Sochi,M,15,18,2,AUT,PFISTER Daniel,4.677 12,16.797 14,32.349 16,43.075 14,135.8,84.4,52.802 14,+0.838,3:30.276,0
2/9/2014,Olympic Games - Sochi,M,15,18,3,AUT,PFISTER Daniel,4.663 9,16.752 12,32.154 14,42.740 13,138.2,85.9,52.306 13,+0.693,3:30.276,0
2/9/2014,Olympic Games - Sochi,M,15,18,4,AUT,PFISTER Daniel,4.665  8,16.740 7,32.090 10,42.662 12,137.8,85.6,52.243 13,+0.479,3:30.276,0
2/8/2014,Olympic Games - Sochi,M,16,19,1,LAT,KIVLENIEKS Inars,4.657 7,16.788 9,32.403 14,43.142 15,134.9,83.8,52.872 15,+0.702,3:30.525,0
2/8/2014,Olympic Games - Sochi,M,16,19,2,LAT,KIVLENIEKS Inars,4.666 9,16.779 12,32.398 17,43.160 19,135.4,84.1,52.927 20,+0.963,3:30.525,0
2/9/2014,Olympic Games - Sochi,M,16,19,3,LAT,KIVLENIEKS Inars,4.661 8,16.743 11,32.149 12,42.743 15,137.6,85.5,52.347 16,+0.734,3:30.525,0
2/9/2014,Olympic Games - Sochi,M,16,19,4,LAT,KIVLENIEKS Inars,4.663 7,16.778 14,32.188 16,42.755 16,137.2,85.3,52.379 17,+0.615,3:30.525,0
2/8/2014,Olympic Games - Sochi,M,17,15,1,NOR,NOERBECH Thor Haug,4.671 13,16.834 19,32.511 19,43.280 19,134.8,83.7,53.014 18,+0.844,3:30.565,0
2/8/2014,Olympic Games - Sochi,M,17,15,2,NOR,NOERBECH Thor Haug,4.691 21,16.853 22,32.431 19,43.147 17,134.7,83.7,52.859 15,+0.895,3:30.565,0
2/9/2014,Olympic Games - Sochi,M,17,15,3,NOR,NOERBECH Thor Haug,4.668 11,16.760 13,32.149 12,42.760 16,139.1,86.4,52.345 15,+0.732,3:30.565,0
2/9/2014,Olympic Games - Sochi,M,17,15,4,NOR,NOERBECH Thor Haug,4.682 16,16.796 17,32.200 17,42.789 17,137.1,85.2,52.347 16,+0.583,3:30.565,0
2/8/2014,Olympic Games - Sochi,M,18,22,1,NOR,ROLFSEN Toennes Stang,4.740 33,16.952 31,32.588 23,43.334 20,137.7,85.5,53.043 20,+0.873,3:30.910,0
2/8/2014,Olympic Games - Sochi,M,18,22,2,NOR,ROLFSEN Toennes Stang,4.742 33,16.932 30,32.499 25,43.222 23,137.7,85.5,52.938 22,+0.974,3:30.910,0
2/9/2014,Olympic Games - Sochi,M,18,22,3,NOR,ROLFSEN Toennes Stang,4.743 35,16.916 30,32.343 24,42.929 22,140.1,87,52.463 19,+0.850,3:30.910,0
2/9/2014,Olympic Games - Sochi,M,18,22,4,NOR,ROLFSEN Toennes Stang,4.739 33,16.883 28,32.280 20,42.861 18,138.9,86.3,52.466 18,+0.702,3:30.910,0
2/8/2014,Olympic Games - Sochi,M,19,23,1,ITA,RIEDER Emanuel,4.670 11,16.815 15,32.458 18,43.224 18,134.9,83.8,52.981 17,+0.811,3:30.910,0
2/8/2014,Olympic Games - Sochi,M,19,23,2,ITA,RIEDER Emanuel,4.684 15,16.840 21,32.485 23,43.179 20,135.9,84.4,52.875 17,+0.911,3:30.910,0
2/9/2014,Olympic Games - Sochi,M,19,23,3,ITA,RIEDER Emanuel,4.675 14,16.816 21,32.307 22,42.946 23,136.6,84.8,52.578 22,+0.965,3:30.910,0
2/9/2014,Olympic Games - Sochi,M,19,23,4,ITA,RIEDER Emanuel,4.678 13,16.811 20,32.295 23,42.892 19,136.9,85,52.511 19,+0.747,3:30.910,0
2/8/2014,Olympic Games - Sochi,M,20,13,1,SVK,NINIS Jozef,4.711 29,16.900 25,32.589 25,43.38 22,136.8,85,53.143 22,+0.973,3:30.910,0
2/8/2014,Olympic Games - Sochi,M,20,13,2,SVK,NINIS Jozef,4.709 26,16.867 23,32.495 24,43.225 24,137.6,85.5,52.932 21,+0.968,3:30.910,0
2/9/2014,Olympic Games - Sochi,M,20,13,3,SVK,NINIS Jozef,4.705 28,16.826 22,32.263 20,42.874 19,138.9,86.3,52.492 20,+0.879,3:30.910,0
2/9/2014,Olympic Games - Sochi,M,20,13,4,SVK,NINIS Jozef,4.703 25,16.825 21,32.298 24,42.944 23,138.8,86.2,52.564 21,+0.800,3:30.910,0
2/8/2014,Olympic Games - Sochi,M,21,17,1,LAT,MAURINS Kristaps,4.653 6,16.804 14,32.528 20,43.335 21,133.7,83.1,53.144 23,+0.974,3:30.910,0
2/8/2014,Olympic Games - Sochi,M,21,17,2,LAT,MAURINS Kristaps,4.645 4,16.792 13,32.404 18,43.154 18,134.2,83.4,52.923 19,+0.959,3:30.910,0
2/9/2014,Olympic Games - Sochi,M,21,17,3,LAT,MAURINS Kristaps,4.680 18,16.845 24,32.311 23,42.906 21,136.1,84.5,52.518 21,+0.905,3:30.910,0
2/9/2014,Olympic Games - Sochi,M,21,17,4,LAT,MAURINS Kristaps,4.735 31,16.994 35,32.470 30,43.048 26,136.7,84.9,52.630 23,+0.866,3:30.910,0
2/8/2014,Olympic Games - Sochi,M,22,25,1,USA,WEST Tucker,4.720 30,16.912 28,32.588 23,43.391 23,134.8,83.8,53.142 21,+0.972,3:30.910,0
2/8/2014,Olympic Games - Sochi,M,22,25,2,USA,WEST Tucker,4.676 10,16.813 17,32.431 19,43.204 21,134.6,83.6,52.966 23,+1.002,3:30.910,0
2/9/2014,Olympic Games - Sochi,M,22,25,3,USA,WEST Tucker,4.665 10,16.762 14,32.206 18,42.827 18,137.1,85.2,52.413 18,+0.800,3:30.910,0
2/9/2014,Olympic Games - Sochi,M,22,25,4,USA,WEST Tucker,4.741 34,16.978 33,32.476 31,43.09 27,137.4,85.3,52.696 25,+0.932,3:30.910,0
2/8/2014,Olympic Games - Sochi,M,23,24,1,POL,KUROWSKI Maciej,4.707 26,16.919 29,32.620 27,43.429 26,134.9,83.8,53.234 25,+1.064,3:30.910,0
2/8/2014,Olympic Games - Sochi,M,23,24,2,POL,KUROWSKI Maciej,4.701 24,16.874 24,32.480 22,43.217 22,134.7,83.7,52.988 24,+1.024,3:30.910,0
2/9/2014,Olympic Games - Sochi,M,23,24,3,POL,KUROWSKI Maciej,4.694 22,16.826 22,32.281 21,42.897 20,134.8,83.7,52.637 23,+1.024,3:30.910,0
2/9/2014,Olympic Games - Sochi,M,23,24,4,POL,KUROWSKI Maciej,4.698 21,16.838 23,32.290 21,42.903 20,136.2,84.6,52.538 20,+0.774,3:30.910,0
2/8/2014,Olympic Games - Sochi,M,24,27,1,USA,KELLY Aidan,4.689 20,16.871 22,32.556 22,43.412 25,132,82,53.275 26,+1.105,3:30.910,0
2/8/2014,Olympic Games - Sochi,M,24,27,2,USA,KELLY Aidan,4.684 15,16.877 25,32.527 26,43.359 26,132.2,82.1,53.192 26,+1.228,3:30.910,0
2/9/2014,Olympic Games - Sochi,M,24,27,3,USA,KELLY Aidan,4.702 27,16.889 29,32.435 28,43.101 26,137.6,85.5,52.756 24,+1.143,3:30.910,0
2/9/2014,Olympic Games - Sochi,M,24,27,4,USA,KELLY Aidan,4.680 14,16.807 19,32.262 19,42.914 21,136.1,84.6,52.576 22,+0.812,3:30.910,0
2/8/2014,Olympic Games - Sochi,M,25,20,1,CZE,HYMAN Ondrej,4.670 11,16.856 20,32.552 21,43.392 24,134,83.3,53.222 24,+1.052,3:30.910,0
2/8/2014,Olympic Games - Sochi,M,25,20,2,CZE,HYMAN Ondrej,4.676 10,16.817 18,32.467 21,43.303 25,134.6,83.6,53.145 25,+1.181,3:30.910,0
2/9/2014,Olympic Games - Sochi,M,25,20,3,CZE,HYMAN Ondrej,4.676 15,16.807 20,32.360 25,43.078 25,135.7,84.3,52.783 26,+1.170,3:30.910,0
2/9/2014,Olympic Games - Sochi,M,25,20,4,CZE,HYMAN Ondrej,4.669 10,16.793 15,32.290 21,42.999 25,135.1,84,52.708 26,+0.944,3:30.910,0
2/8/2014,Olympic Games - Sochi,M,1,10,1,GER,LOCH Felix,4.634  2,16.694 1,32.082 1,42.644 1,138.1,85.8,52.185 2,+0.015,3:27.526,1
2/8/2014,Olympic Games - Sochi,M,1,10,2,GER,LOCH Felix,4.647  5,16.683 1,31.996 1,42.496 1,138.7,86.2,51.964 1,0,3:27.526,1
2/9/2014,Olympic Games - Sochi,M,1,10,3,GER,LOCH Felix,4.623  2,16.613 1,31.799 1,42.178 1,140.4,87.2,51.613 1,0,3:27.526,1
2/9/2014,Olympic Games - Sochi,M,1,10,4,GER,LOCH Felix,4.643  3,16.679 3,31.915 1,42.345 1,140.1,87,51.764 1,0,3:27.526,1
2/8/2014,Olympic Games - Sochi,M,2,7,1,RUS,DEMCHENKO Albert,4.696 22,16.792 10,32.179 2,42.693 2,139.1,86.4,52.170 1,0,3:28.002,2
2/8/2014,Olympic Games - Sochi,M,2,7,2,RUS,DEMCHENKO Albert,4.688 17,16.776 11,32.198 3,42.759 2,138.7,86.2,52.273 2,+0.309,3:28.002,2
2/9/2014,Olympic Games - Sochi,M,2,7,3,RUS,DEMCHENKO Albert,4.677 16,16.726 7,31.954 2,42.352 2,140.9,87.5,51.707 2,+0.094,3:28.002,2
2/9/2014,Olympic Games - Sochi,M,2,7,4,RUS,DEMCHENKO Albert,4.704 26,16.768 13,32.052 4,42.474 2,139.4,86.6,51.852 2,+0.088,3:28.002,2
2/8/2014,Olympic Games - Sochi,M,3,9,1,ITA,ZOEGGELER Armin,4.671 13,16.768  7,32.278 4,42.912 3,137.7,85.5,52.506 3,+0.336,3:28.797,3
2/8/2014,Olympic Games - Sochi,M,3,9,2,ITA,ZOEGGELER Armin,4.689 18,16.774 10,32.217 4,42.814 3,137.5,85.4,52.387 3,+0.423,3:28.797,3
2/9/2014,Olympic Games - Sochi,M,3,9,3,ITA,ZOEGGELER Armin,4.670 13,16.727 8,32.032 5,42.494 4,140.2,87.1,51.910 3,+0.297,3:28.797,3
2/9/2014,Olympic Games - Sochi,M,3,9,4,ITA,ZOEGGELER Armin,4.677 12,16.736 6,32.033 3,42.526 4,139.1,86.4,51.994 3,+0.230,3:28.797,3
2/8/2014,Olympic Games - Sochi,M,4,12,1,GER,LANGENHAN Andi,4.624 1,16.705 2,32.243 3,42.976 6,135.2,84,52.707 8,+0.537,3:29.355,0
2/8/2014,Olympic Games - Sochi,M,4,12,2,GER,LANGENHAN Andi,4.627 1,16.693 2,32.175 2,42.829 4,136.2,84.6,52.480 4,+0.516,3:29.355,0
2/9/2014,Olympic Games - Sochi,M,4,12,3,GER,LANGENHAN Andi,4.617 1,16.675 3,32.028 4,42.548 6,138.3,85.9,52.073 7,+0.460 SR,3:29.355,0
2/9/2014,Olympic Games - Sochi,M,4,12,4,GER,LANGENHAN Andi,4.618 1,16.644 1,31.967 2,42.525 3,137.1,85.2,52.095 4,+0.331,3:29.355,0
2/8/2014,Olympic Games - Sochi,M,5,8,1,RUS,PAVLICHENKO Semen,4.659 8,16.750 6,32.289  5,42.970 5,137.1,85.2,52.660 6,+0.490,3:29.436,0
2/8/2014,Olympic Games - Sochi,M,5,8,2,RUS,PAVLICHENKO Semen,4.664 7,16.755 5,32.281 8,42.943 9,137.9,85.7,52.593 10,+0.629,3:29.436,0
2/9/2014,Olympic Games - Sochi,M,5,8,3,RUS,PAVLICHENKO Semen,4.649 6,16.689 5,31.998 3,42.471 3,140.7,87.4,51.928 4,+0.315,3:29.436,0
2/9/2014,Olympic Games - Sochi,M,5,8,4,RUS,PAVLICHENKO Semen,4.669 10,16.742 9,32.069 6,42.662 12,138.3,85.9,52.255 14,+0.491,3:29.436,0
2/8/2014,Olympic Games - Sochi,M,6,1,1,ITA,FISCHNALLER Dominik,4.666 10,16.768  7,32.380 12,43.076 11,135.4,84.1,52.729 9,+0.559,3:29.479,0
2/8/2014,Olympic Games - Sochi,M,6,1,2,ITA,FISCHNALLER Dominik,4.665 8,16.757 6,32.299 9,42.942 8,137.9,85.7,52.540 5,+0.576,3:29.479,0
2/9/2014,Olympic Games - Sochi,M,6,1,3,ITA,FISCHNALLER Dominik,4.650 7,16.683 4,32.048 6,42.547 5,138,85.8,52.007 5,+0.394,3:29.479,0
2/9/2014,Olympic Games - Sochi,M,6,1,4,ITA,FISCHNALLER Dominik,4.658 6,16.710 4,32.074 8,42.659 11,138.7,86.2,52.203 11,+0.439,3:29.479,0
2/8/2014,Olympic Games - Sochi,M,7,16,1,RUS,PERETYAGIN Aleksander,4.694 21,16.825 17,32.368 11,43.023 8,139.1,86.4,52.675 7,+0.505,3:29.495,0
2/8/2014,Olympic Games - Sochi,M,7,16,2,RUS,PERETYAGIN Aleksander,4.700 23,16.822 19,32.305 11,42.946 10,136.5,84.8,52.590 9,+0.626,3:29.495,0
2/9/2014,Olympic Games - Sochi,M,7,16,3,RUS,PERETYAGIN Aleksander,4.699 25,16.800 18,32.097 8,42.586 7,138.2,85.9,52.069 6,+0.456,3:29.495,0
2/9/2014,Olympic Games - Sochi,M,7,16,4,RUS,PERETYAGIN Aleksander,4.698 21,16.798 18,32.129 13,42.653 10,137.9,85.7,52.161 7,+0.397,3:29.495,0
2/8/2014,Olympic Games - Sochi,M,8,3,1,AUT,EGGER Reinhard,4.660 9,16.748 5,32.289  5,42.940 4,137.8,85.6,52.564 4,+0.394,3:29.506,0
2/8/2014,Olympic Games - Sochi,M,8,3,2,AUT,EGGER Reinhard,4.678 13,16.773 9,32.314 12,42.983 13,137.3,85.3,52.630 11,+0.666,3:29.506,0
2/9/2014,Olympic Games - Sochi,M,8,3,3,AUT,EGGER Reinhard,4.668 11,16.738 10,32.116 10,42.644 8,137.2,85.3,52.152 9,+0.539,3:29.506,0
2/9/2014,Olympic Games - Sochi,M,8,3,4,AUT,EGGER Reinhard,4.665  8,16.755 11,32.120 12,42.641 7,137.9,85.7,52.160 6,+0.396,3:29.506,0
2/8/2014,Olympic Games - Sochi,M,27,32,1,CAN,FENNELL John,4.709 28,16.876 24,32.617 26,43.484 27,133.2,82.7,53.350 27,+1.180,3:32.716,0
2/8/2014,Olympic Games - Sochi,M,27,32,2,CAN,FENNELL John,4.696 22,16.885 26,32.630 27,43.511=29,132.4,82.2,53.561 30,+1.597,3:32.716,0
2/9/2014,Olympic Games - Sochi,M,27,32,3,CAN,FENNELL John,4.698 24,16.870 27,32.416 27,43.132 27,134.3,83.4,52.879 27,+1.266,3:32.716,0
2/9/2014,Olympic Games - Sochi,M,27,32,4,CAN,FENNELL John,4.689 18,16.867 27,32.465 29,43.194 30,137.5,85.4,52.926 29,+1.162,3:32.716,0
2/8/2014,Olympic Games - Sochi,M,28,28,1,UKR,KIS Andriy,4.698 23,16.911=26,32.730 31,43.631 30,133.1,82.7,53.533 30,+1.363,3:32.796,0
2/8/2014,Olympic Games - Sochi,M,28,28,2,UKR,KIS Andriy,4.712 28,16.929 28,32.672 31,43.511=29,134,83.2,53.358 28,+1.394,3:32.796,0
2/9/2014,Olympic Games - Sochi,M,28,28,3,UKR,KIS Andriy,4.695 23,16.869 26,32.489=30,43.264 30,135.4,84.1,53.046 29,+1.433,3:32.796,0
2/9/2014,Olympic Games - Sochi,M,28,28,4,UKR,KIS Andriy,4.700 23,16.855 26,32.409 26,43.131 28,135.9,84.4,52.859 28,+1.095,3:32.796,0
2/8/2014,Olympic Games - Sochi,M,29,35,1,ROU,CRETU Valentin,4.743=34,16.986 33,32.780 33,43.675 32,133.6,83,53.562 31,+1.392,3:32.885,0
2/8/2014,Olympic Games - Sochi,M,29,35,2,ROU,CRETU Valentin,4.729 30,16.931 29,32.632 28,43.457 27,134,83.2,53.279 27,+1.315,3:32.885,0
2/9/2014,Olympic Games - Sochi,M,29,35,3,ROU,CRETU Valentin,4.740 33,16.935 32,32.489=30,43.189=28,135.6,84.3,52.902 28,+1.289,3:32.885,0
2/9/2014,Olympic Games - Sochi,M,29,35,4,ROU,CRETU Valentin,4.725 29,16.909 30,32.453 28,43.184 29,133.9,83.2,53.142 32,+1.378,3:32.885,0
2/8/2014,Olympic Games - Sochi,M,30,31,1,JPN,KANAYAMA Hidenari,4.749 36,16.988 34,32.826 34,43.709 34,131.9,81.9,53.626 32,+1.456,3:33.583,0
2/8/2014,Olympic Games - Sochi,M,30,31,2,JPN,KANAYAMA Hidenari,4.764 36,17.014 35,32.770 34,43.611 32,129.1,80.2,53.663 33,+1.699,3:33.583,0
2/9/2014,Olympic Games - Sochi,M,30,31,3,JPN,KANAYAMA Hidenari,4.747 36,16.966 33,32.609 34,43.345 32,132.8,82.5,53.220 31,+1.607,3:33.583,0
2/9/2014,Olympic Games - Sochi,M,30,31,4,JPN,KANAYAMA Hidenari,4.752 36,16.961 31,32.590 33,43.315 33,135,83.9,53.074 31,+1.310,3:33.583,0
2/8/2014,Olympic Games - Sochi,M,31,36,1,UKR,MANDZIY Andriy,4.708 27,16.920 30,32.717 30,43.676 33,132.9,82.6,53.653 33,+1.483,3:33.602,0
2/8/2014,Olympic Games - Sochi,M,31,36,2,UKR,MANDZIY Andriy,4.731 32,16.941=31,32.661 29,43.571 31,130,80.8,53.660 32,+1.696,3:33.602,0
2/9/2014,Olympic Games - Sochi,M,31,36,3,UKR,MANDZIY Andriy,4.728 30,16.924 31,32.532 32,43.365 33,133.2,82.7,53.227 32,+1.614,3:33.602,0
2/9/2014,Olympic Games - Sochi,M,31,36,4,UKR,MANDZIY Andriy,4.718 28,16.885 29,32.510 32,43.287 32,133.8,83.1,53.062 30,+1.298,3:33.602,0
2/8/2014,Olympic Games - Sochi,M,32,30,1,TGA,BANANI Bruno,4.726 31,16.984 32,32.765 32,43.656 31,132.1,82.1,53.656 34,+1.486,3:33.676,0
2/8/2014,Olympic Games - Sochi,M,32,30,2,TGA,BANANI Bruno,4.730 31,16.958 33,32.753 33,43.657 33,132.3,82.2,53.637 31,+1.673,3:33.676,0
2/9/2014,Olympic Games - Sochi,M,32,30,3,TGA,BANANI Bruno,4.741 34,16.986=35,32.566 33,43.282 31,133.1,82.7,53.162 30,+1.549,3:33.676,0
2/9/2014,Olympic Games - Sochi,M,32,30,4,TGA,BANANI Bruno,4.735=31,17.046 37,32.678 35,43.377 34,132.4,82.3,53.221 33,+1.457,3:33.676,0
2/8/2014,Olympic Games - Sochi,M,33,26,1,AUS,FERLAZZO Alexander,4.683 17,16.873 23,32.678 29,43.593 29,132.5,82.3,53.528 29,+1.358,3:34.044,0
2/8/2014,Olympic Games - Sochi,M,33,26,2,AUS,FERLAZZO Alexander,4.711 27,16.941=31,32.747 32,43.687 34,131.6,81.8,53.686 34,+1.722,3:34.044,0
2/9/2014,Olympic Games - Sochi,M,33,26,3,AUS,FERLAZZO Alexander,4.693 21,16.863 25,32.447 29,43.189=28,129.3,80.3,53.323 33,+1.710,3:34.044,0
2/9/2014,Olympic Games - Sochi,M,33,26,4,AUS,FERLAZZO Alexander,4.697 20,16.849 25,32.414 27,43.230 31,128.8,80,53.507 35,+1.743,3:34.044,0
2/8/2014,Olympic Games - Sochi,M,34,21,1,NOR,KOPPANG Jo Alexander,4.645 5,16.793 11,32.444 17,43.221 17,134.6,83.6,53.028 19,+0.858,3:35.792,0
2/8/2014,Olympic Games - Sochi,M,34,21,2,NOR,KOPPANG Jo Alexander,4.647 =5,16.770 7,32.343 15,43.090 15,135,83.9,52.894 18,+0.930,3:35.792,0
2/9/2014,Olympic Games - Sochi,M,34,21,3,NOR,KOPPANG Jo Alexander,4.631 4,16.731 9,32.219 19,45.348 39,114.9,71.4,57.080 39,+5.467,3:35.792,0
2/9/2014,Olympic Games - Sochi,M,34,21,4,NOR,KOPPANG Jo Alexander,4.643 =3,16.741 8,32.215 18,42.915 22,133.3,82.8,52.790 27,+1.026,3:35.792,0
2/8/2014,Olympic Games - Sochi,M,35,37,1,KOR,KIM Donghyeon,4.735 32,17.031 36,32.981 36,44.064 36,130.8,81.2,54.207 36,+2.037,3:36.385,0
2/8/2014,Olympic Games - Sochi,M,35,37,2,KOR,KIM Donghyeon,4.751 35,17.096 37,33.125 37,44.304 37,128.8,80,54.603 36,+2.639,3:36.385,0
2/9/2014,Olympic Games - Sochi,M,35,37,3,KOR,KIM Donghyeon,4.738 31,16.986=35,32.808 35,43.768 34,131.6,81.7,53.795 34,+2.182,3:36.385,0
2/9/2014,Olympic Games - Sochi,M,35,37,4,KOR,KIM Donghyeon,4.749 35,16.993 34,32.767 37,43.676 36,129.1,80.2,53.780 37,+2.016,3:36.385,0
2/8/2014,Olympic Games - Sochi,M,36,29,1,MDA,MACOVEI Bogdan,4.822 37,17.116 37,33.127 37,44.301 37,130,80.8,54.591 37,+2.421,3:36.566,0
2/8/2014,Olympic Games - Sochi,M,36,29,2,MDA,MACOVEI Bogdan,4.821 37,17.093 36,32.992 36,44.084 36,131.2,81.5,54.271 35,+2.307,3:36.566,0
2/9/2014,Olympic Games - Sochi,M,36,29,3,MDA,MACOVEI Bogdan,4.830 38,17.104 37,32.906 36,43.891 35,131.1,81.5,53.925 35,+2.312,3:36.566,0
2/9/2014,Olympic Games - Sochi,M,36,29,4,MDA,MACOVEI Bogdan,4.799 37,17.041 36,32.765 36,43.742 37,133,82.6,53.779 36,+2.015,3:36.566,0
2/8/2014,Olympic Games - Sochi,M,37,38,1,IOP,KESHAVAN Shiva,4.743=34,17.016 35,32.892 35,43.828 35,130.1,80.8,53.905 35,+1.735,3:37.149,0
2/8/2014,Olympic Games - Sochi,M,37,38,2,IOP,KESHAVAN Shiva,4.749 34,17.011 34,32.841 35,43.872 35,116.5,72.4,55.203 38,+3.239,3:37.149,0
2/9/2014,Olympic Games - Sochi,M,37,38,3,IOP,KESHAVAN Shiva,4.739 32,16.973 34,33.153 37,44.288 37,126.5,78.6,54.706 37,+3.093,3:37.149,0
2/9/2014,Olympic Games - Sochi,M,37,38,4,IOP,KESHAVAN Shiva,4.732 30,16.974 32,32.648 34,43.437 35,132.6,82.4,53.335 34,+1.571,3:37.149,0
2/8/2014,Olympic Games - Sochi,M,38,34,1,BUL,BENYOV Stanislav,4.835 38,17.241 39,33.398 38,44.657 38,127.6,79.2,55.040 38,+2.870,3:39.080,0
2/8/2014,Olympic Games - Sochi,M,38,34,2,BUL,BENYOV Stanislav,4.899 39,17.289 39,33.425 38,44.6 38,126.9,78.9,55.006 37,+3.042,3:39.080,0
2/9/2014,Olympic Games - Sochi,M,38,34,3,BUL,BENYOV Stanislav,4.828 37,17.180 38,33.185 38,44.277 36,127.8,79.4,54.558 36,+2.945,3:39.080,0
